index,residual,influ,b_intercept,b_nbaths,b_nbeds,b_area,b_age,se_intercept,se_nbaths,se_nbeds,se_area,se_age
2.640000000000000000e+02,2.850891994742730162e+01,2.702329106152986937e-02,4.687174038263299281e+02,-2.176316797681489135e+01,-8.704286315689847697e+01,2.484297172748976268e-01,-5.374552951129305534e+00,3.451296447026542258e-01,2.756313324084454230e-02,1.989617447815800536e-02,3.654412883823546518e-08,2.890111799206070196e-05
2.650000000000000000e+02,-6.287278778549875824e+00,8.985471408107967295e-02,2.432295996869764565e+01,-8.727634121429575842e+00,-1.403476844624328734e+01,1.461615044157612842e-01,-1.155314783421109048e+00,1.960233532778761667e+00,1.026813078902873155e-01,8.371113411379763058e-02,1.265532156036997780e-07,1.186020630820827843e-04
2.660000000000000000e+02,-5.556420138949775378e+00,6.592059079337302119e-02,-6.118838548939152133e+01,1.179184289842363498e+01,3.143740690106453073e+00,9.808433262873779424e-02,-1.532222892008326953e-01,5.694370376968195258e-01,4.829322109956785125e-02,4.115679988858043231e-02,1.010885961218998894e-07,5.286696640398488406e-05
2.670000000000000000e+02,-1.575791798481674277e+00,3.526239724634087913e-02,9.108198339241185693e+01,3.278682369760706194e+01,-3.982134298316983489e+01,1.285027473236093065e-01,-1.121395188696632017e+00,4.457633092915798678e-01,3.522956828208825830e-02,3.130091621326318990e-02,5.780726884112564897e-08,3.709399667807470588e-05
2.680000000000000000e+02,-3.989148608451353795e+01,5.212030504238505252e-02,9.969326041842053954e+00,2.263456878392685923e+01,4.172520234542130169e+00,4.846003847152313693e-02,-4.375700709299987778e-01,4.407828480937006077e-01,4.654791903038565937e-02,1.971397348279264536e-02,6.804632326555879810e-08,4.397816108941325039e-05
2.690000000000000000e+02,7.960555082304782104e+01,3.344376979921317300e-02,-2.885304818436191709e+01,2.012586756009368116e+01,1.214608566391790667e+01,7.372814460709255224e-02,-5.962622666332273447e-01,5.105372132892157522e-01,5.077562817791873157e-02,2.553838955369239910e-02,8.293748365005775335e-08,4.631685907310274976e-05
2.700000000000000000e+02,5.081745813304979720e+01,1.407239630670394925e-01,1.301175428302371984e+01,-3.146337254863945532e+01,-6.287613055657502059e+01,2.097343930542656665e-01,8.416648860229110074e-01,5.545657051778555058e+00,2.914434540988969369e-01,1.523363335358101367e-01,5.034928632107399710e-07,6.640507424179278211e-04
2.710000000000000000e+02,7.744312342283080852e+00,7.847511861529143928e-02,-3.270423027318555143e+01,8.416712028058604744e+00,-1.214216093756656534e+01,1.221254092951643555e-01,-6.676122615985372044e-02,5.641608493795087220e-01,5.578929135509676923e-02,2.691181235267276622e-02,5.891537688621874534e-08,5.219778696374416550e-05
2.720000000000000000e+02,-1.421254683730792294e+02,3.222591501609592957e-01,5.091854172984753291e+00,3.651988547699124865e+01,-4.194315888733531494e+01,2.015955531560944813e-01,-1.311113238632221289e+00,7.620492468609106895e-01,4.459042829889292570e-02,3.272311886306665529e-02,4.782327587812546455e-08,5.174933950508818188e-05
2.730000000000000000e+02,2.719540969438440925e+00,6.701123084641150141e-02,6.695653987170038590e+01,7.357234106970615528e+00,-1.747909023525280503e+01,9.054225972871091099e-02,-8.823321280745847206e-01,7.190995988546796669e-01,6.120531368888884605e-02,3.150529325229372429e-02,1.250656267578080678e-07,7.151645209015690700e-05
2.740000000000000000e+02,4.282998099892103028e+01,5.850710527627481228e-02,1.395743395365829542e+02,-9.819542048696607850e-01,-3.869457765316172271e+01,1.597655658428290548e-01,-2.304848235657662059e+00,6.178995340693725913e-01,5.821188169003616020e-02,2.508476281195255383e-02,1.097442119360313518e-07,5.634489528725139285e-05
2.750000000000000000e+02,2.804198761823343489e+00,4.856655346784287397e-02,3.985421330579362120e+01,1.538655729606849931e+01,-6.733625830574135662e+00,5.509960254845256561e-02,-4.759014154394619611e-01,4.841923377375600968e-01,5.217073559195569560e-02,2.292889216303093183e-02,7.476052719522147526e-08,4.728774423091006336e-05
2.760000000000000000e+02,1.106104480916222599e+00,9.350030445302683069e-02,2.970481969717594239e+01,-1.062584608258517349e+01,6.433921222918760563e+00,9.863018745442812818e-02,-9.018730877363816401e-01,7.893529070657276936e-01,8.051876741643644586e-02,3.769148877934321712e-02,1.081780476512212863e-07,7.747472539657067553e-05
2.770000000000000000e+02,-4.289912969053958136e+00,3.737091093360771221e-02,9.264490369737794140e+01,2.643342975914275073e+01,-3.097543079411173395e+01,1.799781716511764385e-01,-2.634556246819100167e+00,5.109712040384681853e-01,4.004559820069478887e-02,2.711402982945659498e-02,7.081085693555606115e-08,3.697445760960110675e-05
2.780000000000000000e+02,-1.069198583737129979e+02,1.227285999479225953e-01,2.364691226425794213e+01,3.744998678327043962e+01,-2.115770320772354296e+01,1.039778425626028818e-01,-1.068926980984398423e+00,1.638891175865023753e+00,8.117552156957369425e-02,6.662568086517180188e-02,1.121324040137018143e-07,1.481610867453660239e-04
2.790000000000000000e+02,-7.230395158568441616e+01,7.023999157093757661e-02,-3.936715025051010741e+01,-5.441374724545227082e-01,1.514909444382013248e+00,1.402694681137189869e-01,-1.130048781388818702e+00,1.281966457914818003e+00,7.190541285526064197e-02,7.102702965537419089e-02,9.258943659262684256e-08,7.762257211390808395e-05
2.800000000000000000e+02,4.510134122250207156e+00,2.105027651604186867e-01,-2.274734220009486307e+01,2.388025643302011947e+00,3.247200955616239781e+00,1.084568175718081534e-01,-5.664604717372972997e-01,7.272342199157137976e-01,6.399921474873056237e-02,2.932438979175918184e-02,9.669767072345420596e-08,7.359433337880005735e-05
2.810000000000000000e+02,2.763920898496970580e+01,3.112718529274078882e-01,2.736096016488679794e+01,5.599955359554344625e+01,-3.421403971548470224e+01,7.832022415915682045e-02,-1.991189304405176497e-01,3.066420113147636961e+00,1.617110978548900457e-01,1.092622503415259932e-01,2.710584441531445232e-07,3.392287859681073956e-04
2.820000000000000000e+02,1.774042164634983010e+01,1.218486872581109048e-01,1.554749531907694973e+02,-7.407048607782513727e-01,-2.319257322011177891e+01,1.314163978489766571e-01,-2.832053168247846919e+00,1.157093825897333783e+00,6.870658972707063827e-02,5.127181574413655629e-02,9.396187154800845265e-08,1.152417278659821165e-04
2.830000000000000000e+02,1.050587304330390737e+02,1.231458474464266345e-01,1.589279668025957903e+01,5.007156697711354809e+01,-5.193167006766283578e+01,2.188283575172353390e-01,-2.189038787882683579e+00,7.975838472775251820e-01,6.805426686707416462e-02,3.242640848105503293e-02,1.369963515860147359e-07,6.844893442738526023e-05
2.840000000000000000e+02,-4.891159921704655744e+00,5.983415124390852741e-02,3.678950947552442585e+01,2.476580504834472407e+01,4.041309297060538874e+00,5.001917317271447477e-02,-9.035749417232795677e-01,6.275054206764806297e-01,5.918102080223772848e-02,2.665732254555174333e-02,7.972912109637547587e-08,6.272060570171202173e-05
2.850000000000000000e+02,3.342639596097646972e+02,3.908585092876500772e-02,8.392068061718430272e+02,2.659193677801541611e+01,-1.726091049342415431e+02,2.360353067820251671e-01,-7.524568440413902159e+00,4.007510395177814599e-01,2.455894182431875988e-02,2.607469854337546994e-02,2.220775716043695196e-08,2.923516701385522009e-05
2.860000000000000000e+02,-2.465681717823055976e+02,1.052733693344186233e-01,6.005358663608421921e+02,1.536854668318145656e+01,-2.057596256577739098e+02,2.619734386036967067e-01,-3.893930453980121165e+00,4.275123428660423386e-01,3.226173219599545033e-02,2.917080723835502321e-02,2.811972624947912033e-08,3.588497311887704799e-05
2.870000000000000000e+02,8.305472265993991243e+00,8.001562567455985930e-02,-6.984681812482492091e+01,1.364008440774436437e+01,7.484788363409764500e-01,9.705164785840289521e-02,3.485576199082057736e-02,5.853537799425856392e-01,4.681906302696117739e-02,4.602102335396090343e-02,9.250702663665378344e-08,5.095750789668845849e-05
2.880000000000000000e+02,1.154003840538132408e+01,1.239670024567475909e-01,1.146024957785090095e+02,-2.090311789046253921e+00,-1.716593537492162369e+01,1.234387418206147335e-01,-2.102202505322725123e+00,9.072020254447531462e-01,6.906143286628320388e-02,3.756916121538479703e-02,8.730238469102885406e-08,9.098227236925180393e-05
2.890000000000000000e+02,-8.244118460989672315e+01,6.630868177778977135e-02,1.533753582514303275e+02,1.330157853479292385e+00,-2.369354323084867175e+01,1.307116667040563729e-01,-2.835632020541042131e+00,1.222110502572996138e+00,7.073720848615772105e-02,5.467654774682575991e-02,9.708059269442828521e-08,1.200205720175670271e-04
2.900000000000000000e+02,-2.591574631780798654e+01,1.131174290505168184e-01,8.539517347903554878e+00,2.525688915352808550e+01,-7.026560028551447346e+00,6.898139708307862716e-02,-4.331889328890058954e-01,4.310104245002530088e-01,5.755383612179323233e-02,3.945217736009307141e-02,1.187224787382702866e-07,4.313549176295950892e-05
2.910000000000000000e+02,5.588047070266230776e+01,8.104039744328432604e-02,-5.552367008017735373e+01,1.208221808630064587e+01,-1.119157506890484655e+00,1.286106916970141678e-01,-3.160831865699909038e-01,4.623582495130865166e-01,4.482478280987162167e-02,3.003651806551226391e-02,3.578846006740507237e-08,5.075044779797789781e-05
2.920000000000000000e+02,-7.203100898830447818e+01,1.707970484824519186e-01,1.998526670114751482e+02,-3.549608369100477034e+01,-8.262867388303538974e+01,2.094847743337651669e-01,-1.186116470131914902e+00,3.957359453682518069e+00,1.955381055554524516e-01,1.163679707507652566e-01,3.186252224507716321e-07,4.757528823918582791e-04
2.930000000000000000e+02,-1.773496588990891496e+02,4.760084439120355199e-02,-1.963004660977922100e+01,-8.702235806958551478e-01,-6.182150969285455488e+00,1.187708617261163668e-01,-3.310404126161448080e-01,1.012253761227057236e+00,9.477045311627803337e-02,4.127900310054329058e-02,1.059325225445569519e-07,9.680773885407507288e-05
2.940000000000000000e+02,7.225087548533869608e+01,3.358719487537720205e-02,3.323546156279143560e+01,3.416336149852941162e+01,-4.340344984080712720e+01,1.336360154471821216e-01,-6.314945582663057388e-01,6.523866211885585020e-01,6.478992637719023506e-02,3.440266915139338078e-02,7.197429402666657007e-08,7.553445966242530913e-05
2.950000000000000000e+02,2.112182957409061146e+00,3.975743728488141671e-02,5.447003250334994107e+01,4.180163517247118676e+01,-2.973967825592207248e+01,1.199875374484312418e-01,-1.070709568285421964e+00,7.349014927971232458e-01,7.109178336502677831e-02,4.802929838850925753e-02,1.192071468144837378e-07,6.385651054874751824e-05
2.960000000000000000e+02,-8.531241042187767221e+01,9.123865386079711703e-02,5.903206484115011143e+00,2.214741935214817303e+01,-1.813697086961845528e+01,1.176703456432288547e-01,-7.624343649539377932e-01,1.674517588493392273e+00,9.063176536980990794e-02,7.102962405502136201e-02,1.179411025627408670e-07,1.563833514259367282e-04
2.970000000000000000e+02,-8.171253598345549563e+01,8.707526969927707750e-02,-8.096777043504829408e+00,4.864511222311460159e+01,-7.501051677702914589e-01,7.088582609934546142e-02,-5.244139124767333016e-01,4.964367698572771936e-01,3.747704638230305030e-02,3.755966674471016703e-02,6.279127583533568816e-08,3.441560680427485896e-05
2.980000000000000000e+02,-2.701607850917818610e+01,1.645255787142921311e-01,6.964243842316254529e+01,2.292191745664800440e+00,5.818228842327883399e+00,7.373249894745295685e-02,-1.276729552145330349e+00,8.801036895395626392e-01,7.808873556245218839e-02,6.397312702937289763e-02,1.320873755568151807e-07,1.208291013192510895e-04
2.990000000000000000e+02,-2.212544950889451911e+01,3.716652920796920112e-02,1.177809907303369243e+02,3.104284861023135278e+01,-4.543523774416533456e+01,1.343934366835635719e-01,-1.287107783988196807e+00,6.232812177919818675e-01,7.687341890256033095e-02,3.630816308546091359e-02,9.869042739961678332e-08,6.215465162442153737e-05
3.000000000000000000e+02,-2.979272750410515869e+00,7.802234820176032204e-02,8.461952213134088652e+01,2.835208774337319326e+01,-6.142838431380602060e+01,1.524529976846410728e-01,-6.338366811982336646e-01,5.727818933827154568e-01,6.121322604009524215e-02,3.190425980287510399e-02,6.936793791672616893e-08,6.415209280657131166e-05
3.010000000000000000e+02,-7.018856008077605679e+01,3.406483336588096711e-02,1.281202675844082819e+02,-8.118641111119039522e+00,-4.493712643412462171e+01,1.682260203899120787e-01,-1.882299930919009157e+00,1.094899798364627808e+00,7.247862883530650779e-02,3.286540574911606810e-02,1.194513450839236633e-07,1.232481647607846153e-04
3.020000000000000000e+02,1.187798592424968547e+00,1.412013070273674120e-01,-9.638649971148612394e+01,3.847335284055326099e+00,-1.027992854945019197e+01,1.512072949208662087e-01,1.933146797918703363e-01,4.834141320307531742e-01,4.219748406847263766e-02,3.230522886086110296e-02,3.472981007413712081e-08,4.367003361673930251e-05
3.030000000000000000e+02,-1.946402781786588321e+01,4.977092218753481623e-02,1.397729799097807302e+01,2.816417049505493964e+01,-1.734938196524831611e+00,5.170690149483090498e-02,-4.068009422276304687e-01,4.716144671250639964e-01,4.842829137747115681e-02,2.176923195378921774e-02,6.853527903770913011e-08,4.702061644037732732e-05
3.040000000000000000e+02,-2.881445891023902846e+02,6.363685354087814106e-02,4.583409680823610870e+02,-1.712922412876939759e+01,-1.141865188117612320e+02,2.476645048706493935e-01,-4.259376677087115759e+00,3.739719400137723748e-01,3.516224110578123480e-02,2.658620666860535969e-02,4.614443198626332080e-08,3.533831818905226101e-05
3.050000000000000000e+02,-1.127592171150918858e+02,6.794112519762834923e-02,1.346473928770216162e+02,3.238463365567272945e+01,-6.023774723731314396e+01,2.179833899888851956e-01,-3.226162971522302136e+00,7.318283793268132165e-01,6.327748194866407438e-02,3.187166078834820920e-02,1.212420791736994484e-07,6.435820648309354525e-05
3.060000000000000000e+02,-1.043221199165907080e+02,1.099564634482307623e-01,1.076392818230877424e+02,4.728171480133205762e+01,-1.750080718514498557e+01,5.817281780902991417e-02,-1.702156330828460407e+00,2.285798684870996578e+00,1.314179664079744292e-01,8.502973951416549492e-02,2.748820294974730233e-07,2.381802969235726159e-04
3.070000000000000000e+02,-2.239360181780936898e+01,3.375104863520698301e-02,5.190415887828294927e+01,1.085132089644006470e+01,-1.016494692161620250e+01,7.198527169500318346e-02,-7.143470372225400045e-01,4.999802736779160872e-01,4.934681961266720873e-02,2.567806992961732537e-02,8.821524237266703821e-08,4.787162079774107674e-05
3.080000000000000000e+02,2.538227110480647752e+01,1.800418280493339684e-01,-2.177757141800858420e+01,1.800728203685052264e+01,1.456994053706279679e+01,6.964865911731907278e-02,-6.686598771279889108e-01,5.126406858986455317e-01,5.408588145494518107e-02,2.599736813507645683e-02,8.124453626691636877e-08,4.722247051482558370e-05
3.090000000000000000e+02,-8.194570508527024799e+01,1.643850335379671845e-01,1.009713966272609724e+02,2.724376032500508416e+01,-4.275939980788527350e+01,1.349561712255252788e-01,-1.093195118595924331e+00,6.237161842027827419e-01,7.846800397515064918e-02,3.612165271464658212e-02,9.932542259289747329e-08,6.525998635115737322e-05
3.100000000000000000e+02,-7.137720408227269786e+01,2.232379877790952039e-02,1.412655357807706764e+02,-2.746075443807851624e+00,-4.026522055757808261e+01,1.644338124353828257e-01,-2.329500643090629097e+00,6.690799426561981900e-01,6.021963334841720639e-02,2.550436666767112032e-02,1.101366715264526685e-07,6.270991482074022368e-05
3.110000000000000000e+02,2.159680476585347435e+02,1.123685301921062557e-01,9.081598603989283447e+01,3.168397346522462499e+01,-4.174028012051766012e+01,1.313073955550768113e-01,-1.122696990516256488e+00,4.322212098139613934e-01,3.547808084136239853e-02,3.263323199921519535e-02,5.877494746362873945e-08,3.501915477325727124e-05
3.120000000000000000e+02,-5.698712348663633520e+00,3.950896729220310100e-02,1.331763053265660233e+02,1.266698468473812866e+01,-3.460932900317184391e+01,1.457985652493668516e-01,-2.317621339916059675e+00,4.891405134907485519e-01,4.814110734512706130e-02,2.656441578708060650e-02,9.910109825510400301e-08,4.372455390957307895e-05
3.130000000000000000e+02,2.065874968765052699e+01,1.244827828849777163e-01,6.226888486128632394e+01,2.913113554003087913e+01,-2.490464304735532153e+01,1.430960501905563786e-01,-2.478664380885908791e+00,1.725455865428288993e+00,9.932247729543815240e-02,5.736795969276453633e-02,1.683816199136350945e-07,2.509968906977124380e-04
3.140000000000000000e+02,-4.300246489505573777e+01,2.246506403490342585e-01,9.010189393646527378e+00,-3.694304746025818531e+01,-6.357729380024373711e+01,2.175420828037638588e-01,9.259896936399649725e-01,6.149000053812759603e+00,3.244740002678555002e-01,1.735181818548008903e-01,5.473992625681645161e-07,7.382275839907278918e-04
3.150000000000000000e+02,7.452582736920021489e+00,2.110410774293576541e-01,8.232895523039302077e+01,2.588982737766676934e+01,-3.220005331060384890e+01,1.862474206940263888e-01,-2.533011663059060226e+00,5.412050685272707939e-01,4.066151872175197135e-02,2.792566192537459385e-02,7.111198857152501691e-08,3.863397029804643964e-05
3.160000000000000000e+02,-1.038211980491159352e+02,3.185858363934328252e-02,1.022826365810154137e+01,4.700541367371592827e+01,5.327876379174512067e+00,5.438879838631655028e-02,-6.293078153661422203e-01,5.522834753845160538e-01,4.059661689247903715e-02,4.224142877749623159e-02,7.837023033594628357e-08,3.702907464413791053e-05
3.170000000000000000e+02,1.126042771154216098e+02,4.240689452903648182e-01,-3.814651082120353465e+01,3.680199579171540947e+00,-6.835717036568922822e+00,1.178155200037188099e-01,-7.182758859785021155e-02,7.097905051215515071e-01,7.328881299862075038e-02,3.117319143432210199e-02,8.674388780548096461e-08,7.412606861946217820e-05
3.180000000000000000e+02,-8.211815564770066089e+01,4.712429870351310390e-02,4.244844799269060331e+01,2.520988624373044473e+01,-2.741679409508796539e+01,1.154484793342154814e-01,-1.042126772623879649e+00,4.279806209575830467e-01,4.239720335296653930e-02,3.107843407460372798e-02,6.596732029726199798e-08,4.338919543786305102e-05
3.190000000000000000e+02,-1.319205154485816855e+01,4.646667540090937409e-02,8.156642632389194603e+01,1.245653269935705154e+01,-1.126304164871010194e+01,7.592768254267638628e-02,-1.244299527187577858e+00,3.937191824295479536e-01,4.678893517607912722e-02,2.855942985609702042e-02,9.427514910078139618e-08,3.676542767976260123e-05
3.200000000000000000e+02,-1.615437332915524848e+01,1.114072611609550900e-01,-9.112641344020354950e+01,7.455324119835715635e+00,-4.309440877808055959e+00,1.222987212181102512e-01,2.155928966743906328e-01,5.868418777026774835e-01,4.845450648447582193e-02,4.155600170551917993e-02,6.489725536568928345e-08,5.264873925517623388e-05
3.210000000000000000e+02,2.783671978232177935e+00,3.745273320194332789e-01,-6.696809968776096866e+01,4.684654063053831408e+01,-5.548111960378903973e+00,9.144569361192439461e-02,4.306703957216696799e-02,5.441441673697805514e-01,4.534704103264634162e-02,4.276698468449212365e-02,4.326025017985321077e-08,5.099908372598857586e-05
3.220000000000000000e+02,-2.238967594184649101e+01,7.165520888900726859e-02,7.807614122657264488e+01,-1.521996935919339755e+01,2.051398295811699768e+01,7.358793246597852833e-02,-1.534144224990463545e+00,1.258889391592223239e+00,9.709704469477063726e-02,8.117197416547008992e-02,1.648279068452467418e-07,1.829109281449792170e-04
3.230000000000000000e+02,-5.936238624422020393e+01,8.548664648699336177e-02,8.780675237674861933e+01,1.865089424485732295e+01,-1.867730217959973515e+01,1.158186291767079740e-01,-1.838405410708877419e+00,4.034396474833190083e-01,4.615208592161351708e-02,2.647317850716738100e-02,8.872873287843789209e-08,3.831382845720871573e-05
3.240000000000000000e+02,1.982308072239008823e+01,1.687919650780884961e-01,2.644835864136406656e+01,5.511751031226232556e+01,-3.271651528338617254e+01,7.985762437619182974e-02,-2.892077171884557263e-01,2.734398892156950645e+00,1.437665867979404100e-01,1.028172965564129321e-01,2.439031943413304013e-07,3.070898388151767420e-04
3.250000000000000000e+02,2.691934508521087821e+01,9.568795631060895979e-02,-3.077305206199692122e+01,1.567195998861866002e+01,1.253487648676344790e+01,8.096823676124320635e-02,-6.328900825177778966e-01,5.979866281442265397e-01,5.533033528916581067e-02,2.800052446558406669e-02,9.733136846912989731e-08,5.534295139758155924e-05
3.260000000000000000e+02,-2.764534139521643397e+01,3.128176749554917313e-01,1.347945167155922377e+02,-3.174091658101883695e+01,-3.791842997786177705e+01,1.591854752111482585e-01,-8.999431069310928066e-01,4.687223435747436717e+00,2.253090424111394707e-01,1.442536347554417842e-01,3.985336918711417858e-07,4.418803756874557179e-04
3.270000000000000000e+02,-4.364788664350754743e+01,1.128533346833360956e-01,7.964027526499492637e+01,3.696378240836508233e+00,5.190445430430043139e+00,7.283063926964565560e-02,-1.454439289120564416e+00,8.766122764915158516e-01,8.052390329344091824e-02,6.505979541103851238e-02,1.356537710726132441e-07,1.216202728511725414e-04
3.280000000000000000e+02,-2.168596548228767773e+01,4.354545615452319607e-02,4.389653657071378490e+01,2.181491639519785863e+01,-2.186268692972281258e+01,1.074248787624473844e-01,-1.072169655808899780e+00,4.185636811707716953e-01,4.385321827086448992e-02,2.927009434737136082e-02,7.361806191651870028e-08,4.234583147446539884e-05
3.290000000000000000e+02,-6.456779738645036559e+01,4.392734079308657780e-02,4.241046057158962412e+01,3.290052140392213431e+01,-3.486640822684921481e+00,5.867109112954330824e-02,-1.038215474128475480e+00,7.638875029104299497e-01,6.679583812487654981e-02,3.460004001042788629e-02,1.213359630507305967e-07,7.045989191197430074e-05
3.300000000000000000e+02,1.811848178241152141e+01,1.450201745867548686e-01,8.276574114910128799e+01,2.665039441622404581e+00,-3.698942325475753989e+01,1.251267676536749751e-01,-7.895064463823560086e-01,1.272109819828501909e+00,9.503319847539104526e-02,3.912519116854475121e-02,1.695858217730203000e-07,1.468411564617916418e-04
3.310000000000000000e+02,5.186175018636123468e+01,5.258695273359795946e-02,1.690401516796775923e+02,-1.820929537663720765e+01,-6.766445114843273245e+01,1.854441584515109376e-01,-1.458567396555470186e+00,2.090678521157121494e+00,1.237915532514738404e-01,7.362712120323752774e-02,1.880834075691287146e-07,2.314961233977480548e-04
3.320000000000000000e+02,6.408588224410374323e+01,2.698467809891504920e-01,4.236176078421631530e+01,-1.330782471028977909e+01,-6.079583941682257375e+01,1.802595867820294129e-01,3.572916068326056349e-01,3.166475938711196036e+00,1.739089128877330248e-01,8.895057951183857337e-02,3.064913922112595533e-07,3.776719773104240453e-04
3.330000000000000000e+02,-1.273625398831518396e+01,6.652717188057209741e-02,7.766751761976958335e+01,1.210358519127830768e+01,-9.796583322052839549e+00,6.969003368725132375e-02,-1.133652807767196347e+00,3.869443176459035905e-01,4.710199563772497766e-02,2.846917304621596201e-02,9.439104072165345039e-08,3.633873005111980747e-05
3.340000000000000000e+02,-2.715332631422530199e+02,6.955514522045344594e-02,1.195092329252705667e+02,3.538979489100394460e+01,-7.484914895343726471e+01,2.374263990538412750e-01,-3.112430735211539456e+00,1.160199689814824575e+00,8.386507764118134034e-02,4.425476959097302682e-02,1.602043182620699675e-07,1.152415311540214989e-04
3.350000000000000000e+02,-4.171713309798059299e+01,5.040326929669615430e-02,6.993891028956871025e+01,-6.823992855834859483e-02,-6.161782146948842964e+00,1.195808092800798028e-01,-1.929175506452656119e+00,8.432802956165446062e-01,5.852640471094827657e-02,3.860056564709682392e-02,7.046657618057743412e-08,7.311181537564316883e-05
3.360000000000000000e+02,-7.795859900136412080e+01,2.692353427396643184e-02,1.193075050785825511e+02,3.644138513607738616e+01,-4.580328793697274392e+01,1.309974993555270140e-01,-1.352351163542951706e+00,5.975250388800400492e-01,6.714479865554830174e-02,3.742014255743950774e-02,9.004284175600951615e-08,5.499539806989827675e-05
3.370000000000000000e+02,-1.053249716806043068e+01,5.813289986907740209e-02,7.170807513452855630e+01,1.657321566735765117e+01,-1.478552759314428222e+01,1.014790576231641706e-01,-1.488845346856275675e+00,3.986753082661642633e-01,4.670034550293794551e-02,2.731059044330543320e-02,8.990074620523691417e-08,3.844553394120309560e-05
3.380000000000000000e+02,-4.031990845395464618e+01,1.357014279522439915e-01,-1.336624740342234077e+02,1.177831774023952605e+01,1.563352539474706759e+01,1.240698964191913889e-01,1.885250547702119750e-01,6.314508783708711048e-01,6.535225700373556434e-02,5.589011390614445629e-02,4.587380783127379245e-08,6.356607552091091660e-05
3.390000000000000000e+02,4.864503230939580902e+01,9.919922838081607352e-02,5.393785678813624145e+02,8.410944155553271173e+01,-1.176619062525752213e+02,1.750434672977981554e-01,-5.866818290051728724e+00,5.512177604779486817e-01,2.694772202455844937e-02,3.178508104894947617e-02,2.049067793747569844e-08,3.648734702962764788e-05
3.400000000000000000e+02,-2.352335471979668569e+01,1.000239319113031544e-01,3.023108105115235844e+01,2.524325561541368756e+01,-6.087703599147308964e+00,5.311739278704262490e-02,-4.662337209275747574e-01,4.511161627668477392e-01,5.297863943646333174e-02,2.345446429494667945e-02,7.527988244078361601e-08,4.452132881759275867e-05
3.410000000000000000e+02,5.929786545180905932e+01,7.350440308786225507e-02,-6.681870953754690845e+01,-1.396204288006357785e+01,1.916119551648927555e+01,1.347524876913476499e-01,-7.924106476321269854e-01,7.789557909034372507e-01,7.199657245463528255e-02,4.408130194777273858e-02,5.730468345423047475e-08,7.295029865368927416e-05
3.420000000000000000e+02,-2.323581321388687115e+01,1.694245028088343930e-01,7.880715264999081171e+01,4.112516082057629774e+01,-1.225441514075488669e+01,6.119248643662130588e-02,-1.428418099935561347e+00,1.443381314256934056e+00,9.286030659793818864e-02,5.486445790706188930e-02,2.043588755604345654e-07,1.498196765276378758e-04
3.430000000000000000e+02,-1.585180659605508069e+01,7.226353290881602776e-02,-7.406215008473043326e+01,1.035681294371750383e+01,5.793382741864956387e-01,1.044955138059621563e-01,3.412625165035707009e-02,5.818228053489082896e-01,4.784217298553669617e-02,4.399102052262785639e-02,8.806516304956198600e-08,5.224943526787471568e-05
3.440000000000000000e+02,-1.062515783115271972e+01,7.632287129251562330e-02,-3.121711574827584812e+01,1.034706926519681147e+01,-4.006209327727441760e+00,1.156828125826047937e-01,-4.262895205466188941e-01,5.993282675418495353e-01,5.713049357717492338e-02,3.198449718495299104e-02,4.702204783502313267e-08,6.310093567681563883e-05
3.450000000000000000e+02,-3.755831329165729926e+00,7.151655695823483372e-02,6.217922752034402833e+01,1.290983732434580489e+01,-7.308463548196789006e+00,5.344980045977841543e-02,-7.410696268165980483e-01,3.549682786738580509e-01,4.940098918585614923e-02,2.736199148776366150e-02,9.382506537449072837e-08,3.482495448366871519e-05
3.460000000000000000e+02,-5.405406432843096809e+01,3.687152005582655101e-01,-7.056381531783482330e+01,2.698014339954626806e+01,-1.068826489231192056e+00,1.171710721348249995e-01,-1.723492869439597897e-01,4.655068606842835965e-01,4.401363556251094988e-02,3.483134612156542353e-02,3.535924545697546075e-08,4.639586675731276557e-05
3.470000000000000000e+02,5.103026803644520015e+01,9.559987111384651848e-02,1.793557955286248529e+01,2.803698399782371098e+01,-2.089038852477273522e+01,8.926174027442548842e-02,-4.783022055914188386e-01,4.833360490293629463e-01,4.350471488726210395e-02,3.515124277044665707e-02,7.329067834418064228e-08,4.961606259532679036e-05
3.480000000000000000e+02,9.375231174721051275e+01,3.199678527227580727e-01,2.282011668213186795e+02,2.690410719253618765e+01,-1.310381589494153332e+02,2.179791991241789850e-01,-1.371857241599708122e+00,4.967884255446849973e-01,3.796567449215269147e-02,3.071158762436773312e-02,3.575521071941622279e-08,5.860352963805265484e-05
3.490000000000000000e+02,6.865744407719171249e+01,1.110982685180631341e-01,2.475510550099506872e+02,9.384742053446643695e+00,-7.549122651524839966e+01,1.927967613527296342e-01,-2.648897574895167750e+00,4.072926079064818072e-01,3.794758611127241332e-02,2.836635209531320964e-02,5.391388505190595596e-08,3.682360747848692316e-05
3.500000000000000000e+02,2.532581776910335236e+01,6.695131790208494471e-02,1.417545182525103087e+02,2.030786622488472659e+01,-4.000847091168854774e+01,1.678497334973446942e-01,-2.763319546535584870e+00,4.851273641493525912e-01,4.831857436291015634e-02,2.692330718538111720e-02,9.308124064566017667e-08,4.263396069376810475e-05
