index,residual,influ,b_nbaths,b_nbeds,b_area,b_age,se_nbaths,se_nbeds,se_area,se_age
1.900000000000000000e+02,1.463770838128615992e+01,4.848143192231325893e-02,1.477090405194221034e+01,1.287534976669046571e+01,6.428930525471422686e-02,-7.276126497534783910e-01,4.083847695366903813e-02,1.552793776895501111e-02,5.870219859782852410e-08,1.149353042615151152e-05
1.910000000000000000e+02,-1.213172573263812382e+01,3.419079748605274860e-02,1.818724401342542407e+01,-3.153064315355340597e-01,6.303478684222479922e-02,-4.740647210125041866e-01,3.506319806941531753e-02,2.218991895815009344e-02,8.682848056809856143e-08,9.952503756564446314e-06
1.920000000000000000e+02,-6.281472982685856721e+01,6.732128549423495312e-02,4.606050152292553435e-01,-3.617367186820631986e+01,1.719529793339306667e-01,-5.863207943247028542e-01,4.408845316839908601e-02,1.910180161623375658e-02,7.881094703521954697e-08,1.450909518217434164e-05
1.930000000000000000e+02,1.450778516059811807e+01,1.676451988232098567e-02,3.044273712214819483e+01,-4.926823347982845291e+01,1.716334244741981319e-01,-1.001617782619714347e+00,2.882179342575363207e-02,1.547346519109061777e-02,2.455995992797626576e-08,1.858429532104032762e-05
1.940000000000000000e+02,-9.728456433987415153e+01,1.852406979171177664e-02,2.073762570741578060e+01,-4.452415808869717750e+01,1.657454701740658787e-01,-6.530033666048195018e-01,3.267298352924177807e-02,1.609791705216355104e-02,3.596854724195613320e-08,1.744158536559943184e-05
1.950000000000000000e+02,7.766574110978581302e+00,3.813500906348695624e-02,-2.912171675192233522e+00,-5.649367160144755928e+00,1.258180052413080952e-01,-7.399391501777304869e-01,4.021528278321243044e-02,1.806094146919462462e-02,5.997353200017834140e-08,1.201508847919370943e-05
1.960000000000000000e+02,-1.556121933171400542e+02,3.369650832467055435e-02,1.713516233521794163e+01,-4.463343324705740400e+01,2.030977372903906564e-01,-1.463189023836145797e+00,4.398847575714753821e-02,1.847545315934852328e-02,8.153105145420029873e-08,1.289446243277853768e-05
1.970000000000000000e+02,3.978122557027496953e+01,2.174647025860616117e-02,2.881074716310604344e+01,-7.031440644708695231e-01,5.074262907229711711e-02,-2.857209678754552562e-01,4.262334692188301383e-02,1.696357837785168743e-02,6.395186803494200179e-08,1.134263246494845462e-05
1.980000000000000000e+02,9.967238109455573181e+01,5.394640396892071837e-02,2.889689489313347437e+01,-3.532133907276980267e+01,1.671024971422896410e-01,-1.211846567425590937e+00,2.511258355007208593e-02,1.744042342284717745e-02,4.119877090456882155e-08,8.422462829998618797e-06
1.990000000000000000e+02,2.297013952718597807e+01,3.214814065097944262e-02,-2.973084246828349819e+00,-3.353919542008496535e+01,1.571381232072884826e-01,-2.132243755750343195e-01,4.839726897210232942e-02,2.091072182676406363e-02,8.580673273415396439e-08,1.678085491461859860e-05
2.000000000000000000e+02,-3.367997540861580319e+01,1.831757853905257444e-02,1.179955473626942108e+01,-1.829517729815967897e+01,1.057162791279190606e-01,-2.600021238198973461e-01,4.218949650977849714e-02,1.800460320292878932e-02,8.534300166696995766e-08,1.387681683329874114e-05
2.010000000000000000e+02,1.771409051909465688e+02,3.456515425775047445e-02,6.697381017759846600e+01,-4.461623207867419438e+01,1.897247859850407781e-01,-1.945399886134433931e+00,1.560408332394578115e-02,1.230660284981339829e-02,1.311957336483520289e-08,7.462152240543148726e-06
2.020000000000000000e+02,-1.965635878826729765e+01,4.294314978989267895e-02,2.926376908121387643e+01,-1.726517377936083175e+00,5.586561092648570370e-02,-3.689706578494301725e-01,4.249144919868300119e-02,1.824880784747652529e-02,6.751111851105693768e-08,1.083956071638360148e-05
2.030000000000000000e+02,-1.327265261743378488e+01,6.262067404724748487e-02,3.911845685170243314e+01,-3.224666865439395735e+01,1.967846256551296080e-01,-1.996452482689546226e+00,2.772226025169482674e-02,1.564913994628899796e-02,5.069451684489417208e-08,7.386410438435482593e-06
2.040000000000000000e+02,-1.986686203058745193e+01,2.729668672771190172e-02,2.971761441321136843e+01,3.388291854519840385e-01,5.810364762694537888e-02,-4.904946153042514245e-01,3.869035372041727816e-02,1.416463097786291835e-02,6.049225189609760261e-08,1.307046598738597514e-05
2.050000000000000000e+02,3.400734918733718359e+01,1.844422972912602987e-02,7.969830342863556183e+00,-5.544838665780847720e+00,1.210048245939900624e-01,-1.045749887944472212e+00,3.348144601263941533e-02,1.354544100239010729e-02,3.826807883093318755e-08,1.514028821157772414e-05
2.060000000000000000e+02,-2.341665078685269918e+02,3.201786667959560101e-02,9.160978980831607998e+01,-6.606900750558321533e+01,1.707343774877216058e-01,-1.401861477275535339e+00,1.786231747376228543e-02,1.318763415900358130e-02,1.426908258520429494e-08,8.468881583623926303e-06
2.070000000000000000e+02,-1.589726945238998042e+02,7.291616530910334515e-02,1.044437522371017124e+01,-4.437403901149345131e+01,1.974960971133316312e-01,-1.181165014571473826e+00,4.681474123432667611e-02,1.990988423028587292e-02,8.366817456097090348e-08,1.471050276673598533e-05
2.080000000000000000e+02,-9.834666511355808893e+01,4.021167718970659888e-02,1.528927112429207114e+01,-1.008916696246123301e+01,1.189898075683548662e-01,-1.016292000956951380e+00,3.507577415482443506e-02,1.380215065547118168e-02,4.349748942749278645e-08,1.779044937112808791e-05
2.090000000000000000e+02,1.692854882190771804e+01,1.768903040679997707e-02,1.867954360575258477e+01,-2.024513771112678384e+00,6.797618687266493431e-02,-4.975385185051665049e-01,3.500785402434596072e-02,2.236273589677179041e-02,8.908393370903276518e-08,9.861501209875436489e-06
2.100000000000000000e+02,-7.062580524537645488e+01,1.486787980517560032e-02,2.161645146359465741e+01,-1.875862504526176266e+01,1.184208499131691739e-01,-5.631455319704888884e-01,4.001305884358291598e-02,2.000740996050754186e-02,5.257428223593339295e-08,1.732500549829005666e-05
2.110000000000000000e+02,7.809924925597803735e+01,4.008114980563578372e-02,1.589986996934856478e+01,-6.082115216209220421e+01,2.538689735759058763e-01,-1.729312075247921410e+00,1.582973062995523053e-02,1.137524859282585885e-02,1.797220036894741291e-08,6.479747898821207637e-06
2.120000000000000000e+02,-6.077341949837553159e+01,1.862726607568864282e-02,2.766975384536554117e+01,-1.228367149263099911e+01,1.132106193203550326e-01,-6.007758043266064885e-01,2.530835816940857005e-02,1.663709000346974207e-02,2.709752966952723813e-08,1.055018137443683755e-05
2.130000000000000000e+02,-4.326523266782999144e+00,2.151698503808447960e-01,2.778623979553687562e+01,-2.354788937441586327e+01,1.192355889732054225e-01,-7.600207156187668289e-01,2.941194116623255944e-02,2.043073960583148552e-02,4.944299331765552260e-08,1.028252150169228615e-05
2.140000000000000000e+02,-2.099819968752373711e+01,4.421876672022879290e-02,3.080590558277888036e+01,-1.845796354290109065e+01,1.167411882314134536e-01,-5.408800573731691319e-01,2.150492684847870456e-02,1.652633874224040261e-02,2.732256458666843534e-08,8.303555733186546978e-06
2.150000000000000000e+02,-3.673062442817405326e+01,1.405562664873091089e-02,4.393849307008932215e+01,-9.276991420246604392e+00,8.762167986928902363e-02,-5.456101036149511030e-01,1.961629451149706632e-02,1.732023497314016600e-02,2.912393163098301728e-08,7.500645246237163972e-06
2.160000000000000000e+02,1.644368324777505563e+01,1.731128154510210709e-02,-6.410727829891489371e+00,-7.915054023253127014e+00,1.330788956589881722e-01,-6.704739386877250906e-01,3.602378812400690300e-02,1.610588421129094047e-02,4.349997073738567981e-08,1.131890758121482495e-05
2.170000000000000000e+02,7.828047094818214191e+01,4.200521467277272547e-02,3.361398332516001375e+01,-1.439977399985239614e+01,1.096600063968780070e-01,-5.751200553445205976e-01,1.866802738118851154e-02,1.450512249323733863e-02,2.518637335549128853e-08,8.135776241580977986e-06
2.180000000000000000e+02,-2.876531470337873486e+01,2.230288245534401553e-02,2.029031300050096576e+01,-6.870087305249455767e+00,8.869596938983786982e-02,-7.167485696187032573e-01,3.711715723274372492e-02,1.989370483890871150e-02,7.152363543620014205e-08,1.154442824420581495e-05
2.190000000000000000e+02,-6.312632353182443694e+02,3.370989933616459072e-02,2.193438127501794099e+01,-9.179911607509626492e+01,2.666454299695178443e-01,-1.079468647751385735e+00,1.864364128105965024e-02,1.382700517322681295e-02,1.897001719082428662e-08,7.678436162819354168e-06
2.200000000000000000e+02,3.857245375264562881e+02,3.792113294382730426e-02,9.644492199571264734e+01,-7.296563123166816922e+01,1.698468819346873049e-01,-1.304055983921996731e+00,1.816955877589822993e-02,1.298896942998842632e-02,1.457021793285446324e-08,8.688154901394115831e-06
2.210000000000000000e+02,-6.437297629176174496e+01,6.600304503810847101e-02,1.530988590528532711e+01,-6.969583039927582035e+01,2.105518310650008607e-01,-5.074882148456412168e-01,3.427821930081250551e-02,1.562567644778804429e-02,3.128628797770862617e-08,1.956805919489512313e-05
2.220000000000000000e+02,3.183685299259994395e+01,3.310560963426446845e-02,1.600165866744508225e+00,5.808475813345008731e-01,1.007672329081384099e-01,-5.815156210839453887e-01,4.483205051313612216e-02,1.694113407512928132e-02,6.247290811400031489e-08,1.425488745351972481e-05
2.230000000000000000e+02,2.695524439708696463e+01,2.200805482435048976e-02,1.524169380551500197e+00,-2.581443746331302691e+00,1.107887753416113286e-01,-6.701715426964356404e-01,4.107996733359676328e-02,1.595379422187820362e-02,6.491976457609612412e-08,1.219841469631174530e-05
2.240000000000000000e+02,-4.713938864340710211e+01,3.397386966231833588e-02,1.321177390518665717e+01,1.081864199024356310e+01,7.417140295198584865e-02,-7.919598917881685018e-01,4.157728190951704567e-02,1.804755921746083180e-02,7.036882112367318838e-08,1.236640336136613476e-05
2.250000000000000000e+02,-2.555107506348008428e+00,1.454901513040577320e-02,1.793256065056004900e+01,-1.015036150799113273e+02,2.504061684491503681e-01,1.986485464136079626e-01,2.434769888570285576e-02,1.458384897136649587e-02,2.330854597265447569e-08,9.776758349235795058e-06
2.260000000000000000e+02,2.700164186251777210e+01,4.546505941153455160e-02,2.198114893546392068e+01,1.238389549298527292e+00,5.362808586890759760e-02,-2.649627709722311986e-01,3.902541804015051408e-02,1.344855999793806087e-02,5.759290350065185700e-08,1.127077065944600702e-05
2.270000000000000000e+02,-2.011922631041796805e+01,5.451823133963257240e-02,1.446126105924053462e+01,-1.690700482861110387e+01,9.609512003038925276e-02,-1.543654753727599360e-01,5.099814885487500421e-02,1.999989796696063568e-02,9.112324848794279328e-08,1.775699471899204170e-05
2.280000000000000000e+02,2.649054703693072952e+02,3.969842241366240421e-01,8.111644728525564574e+01,-9.278291701168332395e+01,2.026489844990389255e-01,-1.050950387685303244e+00,1.748939901035279770e-02,1.397234886916648433e-02,1.444535554678775459e-08,7.970422440796234728e-06
2.290000000000000000e+02,-7.911300356090670505e+00,2.364176252634424269e-02,3.639006364954646955e+01,-5.004905942757605430e+01,1.657624059082317136e-01,-9.870708686635594198e-01,2.731480528148215459e-02,1.600275023294809446e-02,2.184669994058262465e-08,1.985625706081007482e-05
2.300000000000000000e+02,3.325818820228857930e+01,3.454351813609588678e-02,2.540514343926536966e+01,5.647771959885456994e+00,4.983595264997268959e-02,-4.145691513921655469e-01,3.433380586704252307e-02,1.475990904677519991e-02,5.665604268991277722e-08,1.061600768915719399e-05
2.310000000000000000e+02,3.702645118199063745e+01,2.567649164203952838e-02,2.246529929302027284e+01,-3.692810683837254970e+01,1.449059256715431732e-01,-1.651320742929880958e-01,4.341723839275060670e-02,1.674041931068110528e-02,5.237697115989432387e-08,1.325458475217059823e-05
2.320000000000000000e+02,1.297170384728887882e+01,4.449848681170496395e-02,2.742374492269942010e+01,-1.981570505274502381e+01,1.202011051429953542e-01,-5.075090121956636890e-01,2.415173954945725246e-02,1.840984121169378721e-02,2.943749529755143112e-08,9.232335665265030457e-06
2.330000000000000000e+02,-1.750017084182540827e+01,3.465674948851747011e-02,1.407968530447852729e+01,3.278223028794506888e+00,4.810030608436056954e-02,-2.798922538393758264e-01,3.573051973866700481e-02,2.281349876967176185e-02,8.898848321417321471e-08,1.020490736830645647e-05
2.340000000000000000e+02,3.673686697423388523e+02,6.806058674725946889e-02,1.178532785811800920e+01,-7.247145213338024305e+00,1.192703742576853160e-01,-1.055476056466539081e+00,3.316311360198417185e-02,1.327635136347291023e-02,3.997561235157546616e-08,1.565639954739412600e-05
2.350000000000000000e+02,-4.683725342692829940e+01,1.814094870824484174e-02,3.124980774907765024e+01,-1.441705138661126817e+01,1.122479094064534055e-01,-5.755657858095365453e-01,1.998398258906581779e-02,1.486892092014947472e-02,2.534420206060688824e-08,8.820079188172477028e-06
2.360000000000000000e+02,5.614854010288013342e+01,5.548291525007940234e-02,5.523748725077158639e+01,-6.718122509458149239e+01,1.734439777857609000e-01,-9.120802354589094829e-01,2.288417991997495141e-02,1.284534703268046425e-02,1.575382916069334853e-08,1.633361953810153313e-05
2.370000000000000000e+02,1.358379230420931094e+02,5.930977502880852015e-02,4.087873272347357556e+01,-9.403907762728413999e+00,8.866775851011934884e-02,-5.063253074136471188e-01,2.171176881461930191e-02,1.843823940397212521e-02,3.701794610394981922e-08,8.128699773661219872e-06
2.380000000000000000e+02,-6.404545245074334048e+01,4.824197213807208257e-02,4.054578103548242041e+01,-1.076167730097593456e+01,9.494057498510315163e-02,-5.564391927211416178e-01,1.866906300463458748e-02,1.591512365137134205e-02,2.684284811155967082e-08,7.325251388093691410e-06
2.390000000000000000e+02,2.674429409600533347e+01,3.685004593375389159e-02,1.452487275665945887e+01,-4.090806982562573069e+01,1.962462781957687585e-01,-1.296058084148775880e+00,3.998264326801704432e-02,1.668670677496296786e-02,8.038809290167397840e-08,1.049358567497955900e-05
2.400000000000000000e+02,-1.858789719599189993e+01,2.945686870005248537e-02,3.994702376876550431e+01,-1.208410459522542197e+02,2.505956094641529353e-01,2.090816778355177874e-01,2.296451253594933642e-02,1.467760498115994183e-02,2.183343220067577991e-08,1.225389886646815471e-05
2.410000000000000000e+02,7.533014854886346257e+01,3.390478281068141919e-02,8.630165429853654757e+00,-4.446054592381320703e+01,1.964090345152146311e-01,-1.092999276067810666e+00,4.787522737845494730e-02,2.036554804359978418e-02,8.499531394487151104e-08,1.519230707508431169e-05
2.420000000000000000e+02,1.531121862957508029e+01,4.967430073909408911e-02,2.405548963121360018e+01,-2.716552621841062631e+01,1.383291979981246533e-01,-9.005435421042408128e-01,3.227812499361135123e-02,1.699687238813158904e-02,4.185677552017727947e-08,1.695801581774146743e-05
2.430000000000000000e+02,-8.491475568940082042e+01,2.320073950384666031e-02,1.621550884992289454e+01,-2.082228046048637182e+01,1.235091738067223416e-01,-4.114213699312676553e-01,2.839039009375242742e-02,2.334915467534595668e-02,4.243315151022235146e-08,1.191421710881062325e-05
2.440000000000000000e+02,-1.153550265910223231e+02,4.055738064245757030e-02,2.585233572996728668e+01,-4.890761333842233682e+01,2.117455039032833941e-01,-1.618913982513680461e+00,4.406787259692219322e-02,1.821230254369882867e-02,8.667632581201887078e-08,1.152959235568345989e-05
2.450000000000000000e+02,-2.747468549540127469e+01,9.628181030519968042e-03,7.089082113389181927e+00,-7.381720021747346649e+00,1.265056586183535836e-01,-1.077266711376560604e+00,3.187772295589094695e-02,1.305417719994540759e-02,3.827144485091203552e-08,1.620011581725324952e-05
2.460000000000000000e+02,-7.069369495940432557e+01,3.263545250048265067e-02,3.003871506751061915e+01,2.269943574299218447e+00,5.768293615442935535e-02,-5.629880046504658342e-01,3.936276411805345737e-02,1.490179925974673830e-02,6.027863569314994992e-08,1.343613988024295088e-05
2.470000000000000000e+02,1.407893965256801039e+01,2.949088113571321848e-02,1.568309490748548463e+01,-4.268145790075833901e+01,2.012162042225587033e-01,-1.384239261348717109e+00,4.042727473920440517e-02,1.677060111561372302e-02,7.898189877014938064e-08,1.083530607850613826e-05
2.480000000000000000e+02,-5.383403324020112990e+01,4.035042011912790688e-02,2.435328166071524691e+01,6.560822724050021648e+00,5.519410345000894114e-02,-5.467706630617564789e-01,3.482256969318073270e-02,1.405729052303795155e-02,5.237813720736714016e-08,1.195524997896580575e-05
2.490000000000000000e+02,-6.673738506898212108e+01,7.152169962111618040e-02,5.837458349559764059e+00,-6.518097104509218198e+00,1.270852173174228383e-01,-1.092283045670129571e+00,3.123078063801027274e-02,1.300772281652206284e-02,3.709455366906429938e-08,1.577619886396418823e-05
2.500000000000000000e+02,8.241815180936353613e+01,2.996567925385790893e-02,3.986496866379620485e+01,-1.080412273901522369e+01,9.625120498780366518e-02,-5.632243064136615018e-01,1.877608399207812001e-02,1.618455989425592045e-02,2.655901264571710167e-08,7.661060559470254887e-06
2.510000000000000000e+02,-4.953998246607243772e+01,3.373599188487295258e-02,9.931894313729682011e+00,-9.668597106254438245e+00,1.256119732282193757e-01,-1.031293038704683029e+00,3.632732732426049993e-02,1.483925309992420970e-02,4.480222413468992340e-08,1.886028334018656472e-05
2.520000000000000000e+02,2.107633337892488612e+01,1.697546898968300688e-01,2.203824166540710294e+01,-1.478535744319998457e+00,4.862703348173312567e-02,-1.027173767352019818e-01,4.402232606194421416e-02,1.596686993267287108e-02,6.306544756460767425e-08,1.214048075633432827e-05
2.530000000000000000e+02,-7.753845655202403009e+01,1.064496694909615460e-01,1.734781838014585986e+01,-1.046257445631670890e-01,4.998033730493645771e-02,-1.264254264777683323e-01,4.377295774716493532e-02,1.627589373170008208e-02,6.279419054050104169e-08,1.198872024378832757e-05
2.540000000000000000e+02,1.141752969918102281e+02,2.363570992264314025e-02,1.040616577586011715e+01,-9.867506938392388349e+00,1.251844812596520917e-01,-1.024747215946315126e+00,3.648017789893428370e-02,1.488446347504016921e-02,4.504342124503316541e-08,1.894459643334056223e-05
2.550000000000000000e+02,-5.277336661571325749e-01,1.230946061328604471e-02,5.262119447830895069e+01,-1.012092482317962094e+01,8.004076167959335575e-02,-6.130665850856189536e-01,2.792475404798818242e-02,2.143960828149365019e-02,5.551361853464082436e-08,8.509751522667758787e-06
2.560000000000000000e+02,-5.591197484777174509e+01,4.974256253316489129e-02,6.189441728122307751e+00,-3.479202773039160945e+01,1.721278369463951075e-01,-8.436406720273759152e-01,3.859241967319165800e-02,1.702818863383289902e-02,7.164544372369748193e-08,1.196757001823530985e-05
2.570000000000000000e+02,-6.139946289249564870e+00,2.185084447346060943e-01,-1.942843054802274594e-01,-4.214252973872509855e+00,1.335362215339911118e-01,-1.178159041082542213e+00,3.403738325576535079e-02,1.565669943998466984e-02,4.015228551632307713e-08,1.832699623635174519e-05
2.580000000000000000e+02,-3.432682461570438193e+01,1.261307470605662305e-02,2.237270280877556772e+01,-1.512492615849820865e+01,1.195263717099962902e-01,-9.013997266652626905e-01,3.427077669854427383e-02,1.873061083058852327e-02,5.002807236325930365e-08,1.713336848331132469e-05
2.590000000000000000e+02,5.677529563695838988e+01,9.314423163791420157e-02,-5.401315620263780204e-01,-2.633941594092810590e+00,1.328026096637781595e-01,-1.179484985836577682e+00,3.423273849459873563e-02,1.699097079189085258e-02,3.478500538740727552e-08,1.794699140719077906e-05
2.600000000000000000e+02,2.117266245492706389e+01,1.178024031602445537e-01,1.932012447640569519e+01,9.946522812241331835e+00,5.706442862830150842e-02,-5.972337920927099919e-01,3.735308599973519161e-02,1.462588270120198687e-02,5.398375344364540383e-08,1.298869706701561706e-05
2.610000000000000000e+02,-2.589120615966066907e+01,1.427099990353796789e-02,1.625713665337794822e+01,-5.791594304164901530e+01,2.412169618136442706e-01,-1.606409396916224752e+00,1.763181055244213494e-02,1.181601311929017170e-02,2.209384935209950347e-08,6.689018719592199343e-06
2.620000000000000000e+02,-4.066274704948145313e+01,1.394905640869930838e-02,2.006896202523709505e+01,-1.253698187585825430e+01,1.152571041529276141e-01,-8.061013603273498029e-01,3.534039242537782843e-02,1.928966167372529739e-02,5.102225307303392343e-08,1.673960832959601032e-05
2.630000000000000000e+02,1.967406983596009695e+02,6.884938361422615616e-02,2.908365718362686891e+01,-1.426784570953154052e+01,1.144171094566330676e-01,-5.779195861125012712e-01,2.185009664223485845e-02,1.542941028368535403e-02,2.579767867248108633e-08,9.545366218664201919e-06
2.640000000000000000e+02,2.936024435431755819e+01,1.528439151291966641e-02,1.680135456675095185e+01,-5.893873277156348678e+01,2.393243173221242248e-01,-1.546266895204091441e+00,1.809764356688118789e-02,1.206098374014783099e-02,2.299707767458242459e-08,6.779242149564675932e-06
2.650000000000000000e+02,-1.696069877272066151e+01,1.702809909685154555e-02,6.003267210183132363e+00,-8.143047221222136756e+00,1.291997523497824818e-01,-1.069068656405047779e+00,3.366785890312928159e-02,1.401635940890630198e-02,4.058111664423913323e-08,1.750977639418221222e-05
2.660000000000000000e+02,-1.722713028625896214e+01,2.628835147960416341e-02,1.127404822836773768e+01,-6.725929159996714368e+00,1.034388142286178647e-01,-6.038111177163958398e-01,3.316956041740284217e-02,2.512985366632479803e-02,8.017597059917402042e-08,1.242305650767215918e-05
2.670000000000000000e+02,3.280330408518011609e+00,1.817969658714245831e-02,5.026690028713908021e+01,-3.915455461639470514e+01,1.233132764073962967e-01,-4.039296408000257466e-01,1.896352267941594019e-02,1.702890200322915507e-02,3.646352582316879876e-08,7.340402364725344545e-06
2.680000000000000000e+02,-3.920407870402504358e+01,2.808295758358838462e-02,2.346262147890193717e+01,4.156989813797334676e+00,5.347463069553628351e-02,-3.973650561973612882e-01,3.429368622179934656e-02,1.309705317404374902e-02,5.338239630575980429e-08,1.028321065415418792e-05
2.690000000000000000e+02,8.415966285393122348e+01,2.242350530332037212e-02,1.906625553001779139e+01,1.127764908974068625e+01,6.247874463996692940e-02,-7.118964919129453506e-01,3.783954768483924896e-02,1.670184573727039046e-02,6.224225204527437096e-08,1.110944707524001491e-05
2.700000000000000000e+02,7.392925309222161445e+01,2.990450986416134244e-02,-4.144065758922472753e+00,-3.701336458277042851e+01,1.680327487609428461e-01,-2.775638921333263287e-01,5.030696497169580977e-02,2.158143515172251600e-02,8.885797705546712862e-08,1.720566654962794360e-05
2.710000000000000000e+02,1.969075106520612906e+00,3.505242147958318594e-02,-1.184939888835252475e+00,-1.083328858972082998e+01,1.267059167624980387e-01,-4.790134065366293825e-01,3.882085162246021875e-02,1.600384593569397287e-02,4.119640933115773660e-08,1.317318029928427372e-05
2.720000000000000000e+02,-2.320010968027248737e+02,1.115490493531811483e-01,6.792358321460316972e+01,-4.122028540377802130e+01,1.867578964812821596e-01,-2.020095818355089445e+00,1.852475311621504597e-02,1.281035166944716371e-02,1.550870331131802429e-08,8.045998186862320735e-06
2.730000000000000000e+02,7.480155409097903885e-01,4.104566157925405162e-02,1.362713641615651561e+01,-1.542039632819905393e+01,9.337199368890825024e-02,-1.752197006826257120e-01,4.418786246038140103e-02,1.862908247879805149e-02,9.128135476346591639e-08,1.481798118185089676e-05
2.740000000000000000e+02,4.825714918444766965e+01,3.762676647227919391e-02,1.313678868549849454e+01,-3.688642522372902022e+01,1.841499121907808623e-01,-1.157665068079223314e+00,4.100999245608726029e-02,1.734522264829885252e-02,8.507787821792645982e-08,1.060613219258482529e-05
2.750000000000000000e+02,3.467172042959333567e+00,3.362856018588659263e-02,1.714707736252138304e+01,1.932928201186445705e-02,4.993913673684788335e-02,-1.287403053289063737e-01,4.349451581466294570e-02,1.619302447617123122e-02,6.249709495631170245e-08,1.188988249299901341e-05
2.760000000000000000e+02,7.800760230951240715e+00,2.866248454644463109e-02,2.401487066080463695e+00,1.865856467091226989e+00,9.834213346526329835e-02,-6.129298438991603870e-01,4.430030318663917555e-02,1.681437973133118394e-02,6.176655038161057268e-08,1.372379475744191079e-05
2.770000000000000000e+02,-3.267889521728349678e+00,2.224155345418880880e-02,3.845897115583545656e+01,-2.927643484810249674e+01,1.886329196444549439e-01,-1.959305991994732876e+00,2.753854147414595832e-02,1.604759295313223921e-02,5.340571078729843229e-08,7.280689375317850507e-06
2.780000000000000000e+02,-1.069279491237878972e+02,2.266966410108834512e-02,1.237798358193129644e+01,-9.421000511599578076e+00,1.218388789951447698e-01,-1.027806634277557363e+00,3.383140250809189842e-02,1.336792223620510318e-02,4.153275651085147363e-08,1.705872729920444143e-05
2.790000000000000000e+02,-7.475820907327982923e+01,2.378854361322668004e-02,3.462296411125478812e+00,-5.638786835045655366e+00,1.295769642141711420e-01,-1.113582098202333448e+00,3.080659204397743697e-02,1.337983856331566301e-02,3.562916171011385252e-08,1.588054085974225065e-05
2.800000000000000000e+02,1.036134384179112544e+01,1.212445390054927852e-01,3.247794066844643446e+00,6.056370528988637147e-01,1.042534356966563908e-01,-7.263305147380263449e-01,4.347729593342963134e-02,1.661618661224384397e-02,7.298650669047079027e-08,1.239855766223636975e-05
2.810000000000000000e+02,3.496241144287761671e+01,3.468822599019592140e-02,1.410853522099576907e+01,-1.059412777591924915e+01,1.213292704482771961e-01,-1.009700591776930390e+00,3.627913645201352039e-02,1.449653798234328168e-02,4.516626136964478385e-08,1.895045919513478028e-05
2.820000000000000000e+02,4.182089792034548736e+01,3.736253828269741478e-02,1.406822306601902284e+01,-7.945593584884225180e+00,1.172197956791840578e-01,-1.044637601498206836e+00,3.485843229912934799e-02,1.395146819434767323e-02,4.242306691269602986e-08,1.652133548739497166e-05
2.830000000000000000e+02,8.777434312741635836e+01,5.231412533295001777e-02,3.829647755632896633e+01,-4.887796308553235747e+01,2.163899152268607406e-01,-1.767234137562900820e+00,3.611429606803853026e-02,1.632855810761185342e-02,7.243805754150024690e-08,8.433543917479990469e-06
2.840000000000000000e+02,-4.241424254062835075e+00,2.978394711962748312e-02,2.479277628622569551e+01,6.182206406094632456e+00,5.516988718388287499e-02,-5.423891192308342157e-01,3.523464115686921611e-02,1.417716258959544895e-02,5.305171003639442268e-08,1.209576132305272852e-05
2.850000000000000000e+02,4.007687033085020403e+02,2.082548771689102241e-02,4.330552641005766645e+01,-8.073849472313538911e+01,2.378498514029347422e-01,-1.308476608511791373e+00,1.641017170770897940e-02,1.317235685505574461e-02,1.517535794104767174e-08,7.107005293010096979e-06
2.860000000000000000e+02,-2.099295408935186344e+02,4.994668028839800711e-02,2.332199703747328101e+01,-1.094648602188067343e+02,2.628234543517596888e-01,-8.697983253162355766e-02,2.221437225833892623e-02,1.429056873207135842e-02,2.131173944544233377e-08,9.694800486996416717e-06
2.870000000000000000e+02,1.487344235727051256e+01,4.623154300073475942e-02,1.227376417300686740e+01,-1.464866222181104582e+01,1.150076278635313309e-01,-4.990016316298122590e-01,2.940410279173967870e-02,2.743466304209214723e-02,6.485707118638986720e-08,1.251390716392686029e-05
2.880000000000000000e+02,2.061200403645524659e+01,3.275812164659638870e-02,1.183124160783967227e+01,-7.282689426131501165e+00,1.155145609467524148e-01,-9.337204332201575196e-01,3.745188435645020741e-02,1.488481822791361611e-02,4.567983471444553943e-08,1.679704927829454777e-05
2.890000000000000000e+02,-9.035148217507976653e+01,1.817977890759674489e-02,1.428919323846313816e+01,-8.165663763081360216e+00,1.172974952608677179e-01,-1.042687242375255341e+00,3.468538469860099616e-02,1.384569432411930298e-02,4.232762702694751656e-08,1.651713732432962635e-05
2.900000000000000000e+02,-2.806018845173448995e+01,6.032495226216587347e-02,2.663117094398785056e+01,-3.685408912615364407e+00,6.537292299980150545e-02,-4.179750297423356908e-01,4.016069963528137721e-02,2.880618323376687995e-02,1.022037397893185568e-07,1.179223915863543596e-05
2.910000000000000000e+02,4.518057701679930460e+01,3.053167818375817147e-02,1.348208294369476157e+01,-1.331491890470263328e+01,1.281507418391338304e-01,-6.211370523398282995e-01,2.998229559822298065e-02,1.565542742447237345e-02,2.740392329850058835e-08,1.310764082980959691e-05
2.920000000000000000e+02,-1.196095399143569296e+02,4.432644879591382536e-02,5.360822108644466510e+00,-4.557969214323103557e+01,1.961431229874542326e-01,-9.280972183189386548e-01,5.237770083244580599e-02,2.217068413702881838e-02,9.138543963170573550e-08,1.702328547065829129e-05
